감정_대분류	문장
5	아내와 나는 노후를 위해 은퇴 후에도 일을 해야 할 것 같아 너무 힘들어.은퇴 후에는 아내와 함께 쉬고 싶은데 일을 계속해야 한다니 다 내 탓 같아.이미 말해봤어. 사는 게 너무 힘들고 아내한테 미안해.
5	회사에서 정리해고 당해서 내가 쓸모없는 존재 같아.버려진 기분이 들어서 모든 거에 자신 없어졌어.
5	우리 남편은 바빠서 집안일은 뒷전이야. 그래서 나는 항상 혼자인 기분이야.외롭기도 하고 집안일은 오롯이 내 책임인 것만 같아.남편이 바쁘지 않을 때 이야기를 나눠 보는 게 좋겠어.
5	여자친구가 오해해서 상황이 난감해졌어.너무 오해해서 말도 못 하겠어.
5	친한 친구가 하나도 없어서 외롭다. 세상에 의지할 사람이 없어.맞아. 외딴 섬에 혼자 있는 기분보다 더 슬퍼. 사람들은 저마다 행복해하는데 나만 외로운 것 같아.고마워. 신나는 노래를 들으면 기분이 좋아질 것 같아.
5	어제 엄마가 학원을 더 등록해서 지금 네 곳이나 다녀. 몸도 마음도 힘들어.고생이 많다며 따뜻하게 이야기해 줄 수도 있는데 아무 말씀도 없어서 마음이 더 아파.엄마한테 힘들다고 이야기했지만 달라진 건 없었어.
3	엄마가 내가 따돌림 당하는걸 알아서 많이 우셔.아빠는 화가 많이 나신 것 같아. 어떻게 하지?학교에서 있었던 일을 솔직하게 말씀드려야겠어.
5	학교에 비싸고 유명한 브랜드 운동화를 신고 오는 친구들을 보면 질투가 나.나도 비싼 운동화를 가지고 싶은데 부모님께 사달라고 하기는 미안해.공부를 열심히 하겠다고 말하면서 부탁해 봐야겠어.
5	경제 불황으로 인해 가게를 찾아오는 사람이 반 이상으로 줄었어.이러다가 가게 문을 닫아야 할 수 있을 것 같아.여러 가지 방법으로 가게 홍보를 해서 손님들이 올 수 있게 하는 것이 좋을 것 같아.
5	같이 다니는 반 친구들이 나만 따돌리는 느낌이야. 괴로워.언젠가부터 나만 빼놓고 화장실도 체육관 가고. 이제는 나 빼고 놀러 다니니까 너무 비참해.
5	왕따 주동자가 나보고 대신 주동자라고 밝히래. 난 그냥 시켜서 했을뿐인데 이렇게 될줄 몰랐네.그래야겠지. 결국 나도 강요받아서 한 일인데 이렇게 다 뒤집어 쓰게 생겼어.
3	어제 남자친구와 헤어지게 되었어. 마음이 아파.남자친구는 당장 결혼하기를 원하지만 나는 아직 마음의 준비가 덜 되었어. 아직은 조금 더 누리고 싶어.그동안 미뤄뒀던 어학학원에 등록할 생각이야. 데이트하느라 계속 미루고 있었거든.
3	겉과 속이 다른 사람이 너무 많아. 이번에 정말 실망했어.겉으론 천사처럼 너무 친절한 사람인데 알고 보니 뒤에서는 다른 모습을 보이더라고. 약한 사람을 괴롭히기도 하고 뒷이야기를 하기도 해서 실망했어.내가 아는 모든 사람이 이중적인 성격을 갖고 있으면 어쩌나 걱정이야. 새로운 사람과 사귀는 것도 겁나.
5	회사에서 나를 빼고 다 같이 점심을 먹으러 간 일이 있었어. 나만 빼고 가서 섭섭해.일이 바빠서 점심시간에 늦게 사무실에 도착했는데 그사이에 나만 빼고 다들 점심을 먹으러 갔어.퇴근하고 맛있는 음식을 회사 사람들을 욕하며 혼자서 맛있게 먹을 거야.
3	내 친구가 약속을 계속 안 지켜서 실망이 크네.내가 이렇게까지 이 애를 만나야 하나 싶어.내 의견을 전달하고 그래도 안 고쳐지면 그 친구와는 연락을 끊어야지.
5	친하게 지내던 황 노인의 병세가 악화했지만 내가 할 수 있는 게 없어서 슬펐어.내가 도움이 될 수 있으면 좋겠지만 그러지 못해 무력한 기분이 들어.일단 황 노인 곁을 지키는 것만이라도 꾸준히 해야겠어.
3	어떻게 하면 이 나이에 모아놓은 것 없이 빚만 잔뜩이라 걱정된다.그런데 여기저기서 돈 달라고 손벌리는 걸 보면 사람들한테 환멸이 난다.
3	친구가 친구들을 괴롭히지 않기로 나랑 약속했는데 또 학교폭력을 저질렀어. 속상해.폭력이 점점 심해질 거 같은데 친구를 설득하려고 고민 중이야.학교폭력은 나쁘다고 얘기하고 친구의 마음은 어떤지 알고 싶어.
3	나 지금 너무 우울해.내가 대인관계를 너무 못 맺는 것 같아. 나 자신이 너무 한심해.나도 노력해서 대인관계를 원활하게 만들어야겠어.
3	건강하지만 돈이 없으면 실패한 노년 아닌가?건강해도 할 수 있는 게 없을 테니.
5	체육시간에 짝을 지어 하는 운동이 있었는데 아무도 나랑 하고 싶어 하지 않아.내가 운동을 못해서일까? 아니면 그냥 내가 싫은 걸까?내가 먼저 같이 하자고 말하고 그 운동을 잘 하도록 연습해야지.
5	이번 추석에도 시댁에 가면 나만 일하게 될 것 같아서 생각만 해도 스트레스가 쌓여.도와주는 사람 하나 없는 것 같아서 그게 더 힘든 것 같아.너무 혼자서 끙끙 앓았지. 이번에는 남편한테라도 도와달라고 말해봐야겠어.
5	어제 처음 노인복지센터에 갔는데 아무와도 친해지지 못해서 온종일 우울했어.새로 이사 온 동네에 아는 사람이 없어서 친구를 만들려고 갔는데 실패해서 슬펐어.어제는 성공하지 못했지만 앞으로도 자주 노인복지센터에 가서 얼굴을 자주 보여야겠어.
5	언니가 입던 교복을 물려 입어야하는 게 싫어.맘에 안드는게 아니라 늘 언니의 물건을 물려받는 게 싫어서 그래.
3	병에 비실거려서 상심했어.용기를 내어 부딪쳐볼 거야.
3	항암치료를 괜히 한 것 같아.응. 의사 선생님 말씀으로는 별로 차도가 없다네.항암치료를 중단하고 싶어. 그냥 포기하고 싶어.
3	나와 함께 죽자던 남편이 먼저 세상을 떠났어.나 혼자 남겨두고 먼저 가버리니 어떻게 해야 할지 모르겠어.남편이 하늘나라에서 지켜본다 생각하고 남은 인생 잘 살아야겠어.
5	친구가 내게 거짓말을 했어. 너무 충격이야.나하고 여행을 떠나기로 한 날 아프다고 취소했거든. 알고 보니 다른 친구와 만나서 논 거더라고.
3	가족들이 항암치료비를 부담스러워 하는 것 같아서 스스로 그만뒀어.솔직히 내가 가족들을 위해 희생했던 걸 생각하면 서운하기도 해.그래도 남은 가족들이 편하려면 내가 치료를 그만두는 게 맞겠지.
3	아들이 따돌림을 당하는 것이 다 내 탓 같아.친구들과의 관계가 좋았으면 좋겠는데 사회성이 부족한 것 같아.내가 물어보기 보다는 상담가를 찾아가야 할 것 같아.
3	직장 상사가 날 너무 괴롭혀. 어떻게 하면 좋을까?상사와 대화를 해보려는데 괜찮을지 걱정이야.
5	이직한 회사에서 직장 내 따돌림을 당하고 있어. 정말 상처 받는 일들의 연속이야.가뜩이나 낯선 환경에서 따돌림이라니 정말 속상해. 나한테 왜 이러는 걸까?내가 뭘 해야 할지 모르겠어. 친구에게 조언을 구해봐야겠다.
3	나랑 친했던 친구가 갑자기 내 인사를 보고도 그냥 가버렸어. 너무 당황스러웠어.내가 뭘 잘못했는지 그 친구가 기분이 안 좋은가 모르겠어. 기분이 복잡해.지금 그 친구에게 연락도 해보고 무슨 일 있는지 물어도 보려고.
5	내가 관심도 없는 여자와 사내 연애를 한다고 의심받아서 정말 억울해.아니 어떻게 그런 소문이 날 수가 있었는지 도무지 이해를 할 수가 없어.회사에 가면 확실히 해명하고 앞으로 내 행동을 조심해야겠어. 오해의 소지도 없앨 겸.
5	친구가 나보고 왜 그렇게 건강에 집착하냐고 하더라. 그 뒤로 내가 너무 이상한 건가 싶었어.나이가 들었으니 건강에 신경 쓰는 건 당연한데 왜 그렇게 말했을까. 곱씹을수록 상처야.친구에게 그런 말로 상처받을 수 있다는 것을 알려줘야겠어.친구가 몰라서 그랬다며 사과한다면 마음이 좀 풀릴 것 같아.
3	친구들이 내가 생각했던 것과 다르게 생각해서 화가 나.그동안 갖고 있던 좋은 마음이 다 사라졌어.
3	시험 때문에 공부만 했더니 어느새 친구들과 서먹해진 것 같아서 우울해.친구들이 조만간 따돌리지나 않을까 걱정되는 지경에 이르렀어.공부도 중요하지만 교우 관계도 중요하니까 친구들과의 시간도 좀 보내야겠어.
3	내가 취업을 할 수 있을까?엄마가 옆집 아들과 나를 비교하기 시작했어.나 정말 열심히 하고 있어. 토익이랑 시험에 면접 정말 열심히 하는데 취업이 안 돼.
5	항상 내가 앉은 도서관 양옆은 비워져있어. 너무 속상해.왜 다들 나를 피하는지 모르겠어.친구들에게 진지하게 물어 봐야겠어.
5	나 오늘 정말 큰 배신감을 느꼈어.남자친구가 연락이 뜸해서 신경 쓰였는데 알고 보니까 바람피우고 있었더라고.
3	무엇을 하려고 해도 힘이 나질 않아.어차피 몸이 따라주지 않으니 할 수 있는 게 없어서 하고 싶지도 않네.예전만큼 건강이 받쳐주지 않으니 뭘 해도 금방 포기하게 돼서 재미가 없고 우울해져.
3	엄마가 내 내신과 성적이 안 좋아서 대학가기 어려울 거래. 그래서 울었어.나도 내 성적이 안 좋아서 걱정인데 엄마도 그렇게 말하니까 속상해.엄마와 대학 진로에 대해 더 대화해봐야겠어.
3	얼마 전에 어렵게 취직에 성공했는데 알고 보니 합격자가 잘못 전달된 거래. 눈물 날 것 같아.이게 말이 돼? 너무 속상하다.오늘은 푹 쉬고 내일 생각해보려고.
5	최종 면접에서 떨어졌어. 비참하고 사회로부터 버려진 기분이야.부모님께는 죄송스러워서 말 못 하고 있는데 친구들이 문자로 위로해 주고 있어. 위로를 받으니까 마음이 좀 낫네.
5	나만 빼고 모두 운동장에서 놀고 있어. 나도 같이 놀고 싶은데.나만 빼고 노는 거 보면 나 은근히 따돌림당하고 있나 봐.그나마 친한 친구한테 단순한 오해인지 진짜인지 알려달라고 솔직하게 물어봐야겠어.서로의 문제를 솔직히 말하고 다시 좋은 친구로 돌아가기를 원해.
5	내가 아들들을 잘 못 키운 게 확실해.내가 뇌종양 수술을 받고 있는 동안에도 아들들은 코빼기도 안 비췄다네.바빴다는 핑계는 듣고 싶지도 않아. 내가 지들한테 어떻게 해줬는데 코빼기도 안 보여!
5	열심히 살았는데 믿었던 사람한테 전 재산을 사기당했어.어떻게 살아야 할지 모르겠어.
3	지금 몸이 안 좋아서 좋아하는 운동을 하지 못하고 있는 중이야.운동을 하고 싶은 마음을 버리고 싶어.운동 말고 머리로 할 수 있는 활동을 생각해야겠어.
3	노인센터에 가도 복지가 너무 별로라서 가기 싫어.급식도 맛이 없고 오락거리도 없어서 정말 짜증나.사회복지사에게 솔직하게 말하고 개선을 요청해야겠어.
3	우리 집 진짜 지긋지긋하다. 얼른 대학 가면 독립부터 해야지.응. 부모님이지만 이렇게 미워하게 될 수도 있다는 걸 느껴.응. 부모님이 매일 싸우니까 그냥 집을 나가는 게 마음이 편해.
3	오랜만에 옛 친구들을 만나고 싶었는데 친구들이 다 아프대. 슬프고 우울하다.마음이 찢어지는 것 같아. 다들 건강해지면 좋을 텐데.병문안에 가서 힘이 되어줘야겠어.
5	나 진로 문제 때문에 너무 힘들어.취업이 너무 안 돼. 지원하는 곳마다 계속해서 줄줄이 떨어지게 되서 너무 괴롭네.우선 여기에 낙담하지 말고 더 노력하는 게 최선인 것 같아.
3	나는 인정받을 수 없는 사람인가 봐.이력서를 열 군데도 넘게 넣었는데 한 군데도 통보가 안 오더라.
5	나는 올해 재수를 하는데 상처가 너무 커서 아무것도 못 하겠어. 괴로워.작년에 누군가가 내가 지원한 대학에 모두 떨어질 거라고 악담했었거든. 이번에 자꾸 그때 일이 생각나서 기운이 안 나.이번에는 진짜 성공하고 싶은데 자꾸 도망치고 싶어져.
5	가족들이 요즘 자주 안 오는 거 같아.응. 대화할 수 있는 너라도 있으니 기분 좋구나.
3	남자친구가 다른 여자를 만나는 것 같아. 눈물이 나.핸드폰 메신저에 다른 여자와 하트를 주고받은 것을 봤어.정말 어떻게 해야 할지 모르겠어.
5	나 앞으로 뭐 먹고 살아야 할지 막막하다.나 어제 회사에서 권고사직 당했어. 진짜 열심히 일했는데 하루아침에 이유도 없이 나가라니.
3	사장님이 회사에 그만 나오라고 하는데 자존심을 버리고 빌었는데 마음 아프다.사실 남자직원들만 가득한 회사인데 내가 남자들보다 힘이 약해서 그만두라고 하니까 마음이 아프네.나도 더 체력을 키워서 남자직원들 못지않게 힘을 키워서 당당히 일해야지.
5	나는 박 사장의 협박으로 백만 원을 빼앗겼어.믿었던 사람이었는데 배신을 당하니 너무 억울하고 답답해.경찰의 도움을 빌려서 나의 돈을 다시 찾아야겠어.
3	마음 편하게 속마음을 털어놓을 친구가 없어.나는 타지에서 와서 주변에 아무도 없거든. 아무도 없다고 생각하니까 눈물이 나네.
3	최근 코로나 영향으로 취업 자리가 많이 줄어서 너무 힘들어.응. 조금의 여유를 가져보려고 해.필요한 공부 하면서 시간을 보내려고.
3	아침에 처가 나보고 계속 건강 검진받으라는 걸 내가 바빠서 시간 없다고 짜증 내버렸네.내가 자세한 얘기를 안 하니 그 정도인지는 몰랐겠지.  내가 짜증 내니 막 울더라고.다 나 생각해서 하는 말이었는데 내가 울려 버렸으니 내 스스로 너무 한심하더라고.
5	입사 시험에서 떨어졌어. 이번에는 정말 합격할 줄 알았는데 또다시 떨어지다니.내가 입사를 할 수 있을지 걱정돼.그때는 좌절하고 포기를 했었어. 이번에 겨우 용기 낸 건데.
5	나랑 친하던 친구들이 갑자기 나를 멀리하기 시작했어. 정말 버려진 기분이야 속상해.물어보려고 했는데 내가 버려졌다는 걸 확정 짓는 기분이라 그러지 못했어.
5	기숙사 방 청소를 아무도 안 하기에 청소를 했더니 룸메이트들이 왜 건드렸냐고 난리야. 너무 억울해.방 청소를 아무도 안 해서 청소를 한 거라고 있는 그대로 말을 할지 말지 고민 중이야.본인들 물건 건드리는 게 싫으면 청소 당번을 정하자 하든 솔직하게 말을 하는 게 나을 거 같아.
3	내 딸 때문에 실망했어.성적이 너무 떨어졌어.
3	부장님이 내게만 시킨 업무를 지시 받았는데 하기 싫은 티를 너무 냈나 봐.하필 그때 다른 업무가 많아 밀려 있어서 그랬는데 지금은 후회되고 부장님한테 미안하기도 하구.부장님께 따로 사과 드릴까 해.
3	내 아들은 내가 거실에 쓰러져 사경을 헤매더라도 방에서 게임만 할 거야.아들이 학교에 입학하고 게임에 빠지더니 나랑 대화를 전혀 안 해.오늘 아들을 만나서 진지하게 대화해봐야 될 것 같아.
3	학교에서 폭력과 따돌림을 받아 혼자 외로워.일단 선생님에게 말씀드릴생각 이야.
5	자식들 교육시키기 위해 온갖 고생을 하신 어머니가 유방암에 걸리셨어.어떻게 위로를 해야 할지 모르겠어.우리들에게 내색하지는 않지만 힘드신 것 같아. 어머니께서 유방암 수술을 받으실 수 있게 알아 봐야겠어.
5	출산을 한 이후로 여러가지 고민이 많아요.가장 큰 고민은 태어난 아기를 돌보느라 몸이 망가져간다는 것이에요. 잠도 제대로 못 자고 식사도 제시간에 하지 못하네요.
3	부모님이 자꾸만 언제 결혼할 거냐고 물어봐. 너무 지겨워.방에 들어가서 문을 잠그고 노래를 듣거나 일기를 써.응. 나는 혼자만의 시간을 보내면 기분이 한결 나아져.
3	어제 친구 어머니 문상을 다녀왔어. 어릴 적부터 함께한 친구 어머니였는데 암으로 이 세상을 떠나셨네.친구 집에 가서 놀기도 하고 밥도 얻어먹고 했거든. 참 잘해 주시던 어머니셨는데. 암을 이기지 못하셨네.
5	이 팀장이 말도 없이 퇴사를 하니 너무 당황스럽고 배신당한 것 같아 기분이 안 좋아.중대한 프로젝트를 맡고 있던 이 팀장인데 갑자기 나가버렸어. 너무 화가 나.친구들이랑 술이나 마셔야겠어.
5	가족에 의해 희생된 내 삶을 되돌아보니 매우 한심스러워.맞아. 내 삶을 희생해서 도대체 누굴 위해 사는지 모르겠어.가족들이 조금 더 이런 나의 외로움을 알아주고 위로해 주었으면 좋겠어.
3	와이프가 장기 해외 체류 중이라 너무 우울해. 혼자 남겨진 기분이야.애들 유학 때문이지. 기러기 생활이 길어질수록 나만 피폐해져 가.
3	친구가 취업이 안 된다며 매일 술을 먹고 나에게 전화를 해서 좀 지쳐.친구의 감정이 이해는 되지만 나도 지칠 때가 있어.친구의 얘기를 술에 취하지 않았을 때 진지하게 들어주고 앞으로는 술을 먹고 전화하는 행동은 삼가라고 말할 거야.친구가 내 마음을 이해해 주고 날 힘들게 하지 않았으면 해.
3	퇴원을 준비 중인데 병원비가 부족해서 돈을 빌리려고 하는데 지인들이 선뜻 빌려주는 사람이 없었어. 실망스러워.퇴원비가 천만 원으로 나와서 생각보다 많이 필요했어.천만 원이니까 신용대출을 받아서 빨리 퇴원을 준비할까 해.
3	오늘 하루아침에 남편이 심장마비로 세상을 떠났어.아직도 남편이 세상을 떠났다는 게 실감이 안나. 너무 슬퍼남편도 내가 슬퍼하는 건 원하지 않을 테니 힘내려고 노력해야지.
5	친구들과 멀어지는 게 겁이 나. 날 떠나면 어떡하지 하는 생각 때문에 힘들어.같이 일하던 언니가. 당연히 안 된다고 거절할 줄 알았는데 괜찮냐고 날 걱정하더라고.그래야 내가 버림받지 않을 것 같으니까. 버려졌을 때의 소외감과 고독감을 느끼고 싶지 않으니까.
5	손자 녀석이 나를 싫어하는 것 같아.저번에 내가 혼냈더니 그 뒤로 쭉 나를 피하는 것 같아 마음이 괴로워.
3	그 사람이 친구인 척 친해지자고 다가오더니 남의 가방이나 뒤지고 배신감 들어.살갑게 다가와서 내심 반가웠는데 이런 꿍꿍이가 있었다니! 세상에 믿을 사람이 없어.남은 주변인들에게 더욱 더 잘하고 많은 시간을 보내야겠어.
3	애를 낳는다는 것은 내 시간을 뺏기는 것이라 생각해. 요새 너무 염세적인 상태야. 너무 슬퍼.내 시간이 없어지는 것 같아서 그런가봐. 남편한테 털어놔야 할지 고민 중이야.육아는 나 혼자 하는 게 아니니 남편에게 솔직하게 내 심정을 말해봐야겠어.
5	이러면 안 되는데 자꾸 동생이 부럽네.동생이 이사하는데 좋은 동네에 좋은 집으로 가게 됐어. 형제간이지만 질투가 나.질투심이 나는 건 어쩔 수 없는 것 같아. 그래도 좋은 일이니 동생한테 축하선물을 하려고.
5	오늘 친구가 몸이 너무 안 좋아서 친구 잘못으로 내가 대신 혼났어.응. 친구가 고마워하긴 했는데 막상 혼나고 나니 엄청 억울하네.응 모르셔.괜히 솔직하게 말했다가 처음에 솔직하게 말안했다고 혼날까봐 두려워.
3	친구가 모르는 문제를 알려줬는데 시험을 보니 틀렸다고 해서 당황스러워.나는 맞게 알려줬다고 생각했는데 틀려서 친구에게 너무 미안해.친구에게 많이 미안했다고 전해줘야지.
3	이번에 나랑 동일한 암 앓고 있는 친구가 먼저 죽었어.슬프기도 하고 기분이 많이 묘했어.무엇인가 부고 뉴스 접했을때 내 소식같이 느껴져서 다리에 힘이 풀리더라.
3	아들이 처음 아르바이트를 했는데 번 돈으로 나한테 넥타이를 사주었어.아들한테 어떻게 해줘야 아들이 더 아르바이트를 열심히 할지 고민 중이야.넥타이를 받아서 고맙다고 하고 아들에게 옆에서 응원해줘야겠어.
5	아들이 나를 닮아서 싫다고 했어.그게 그렇게 싫었을까 싶어서 속상하고 씁쓸하네.아들놈과 술이라도 마시며 진심으로 얘기해봐야겠어.
3	같이 당구를 치던 친구가 얼마 전에 세상을 떠났어.건강하다고 자신만만한 친구였는데 갑자기 암으로 세상을 떠난 거야.가슴이 미어지고 머리가 멈춘 것 같아.
3	이번 시험에서 목표하던 점수를 못 받았어.속상하기보다는 의욕이 떨어져서 아무것도 하고 싶지 않아. 우울하고 무기력해.기분전환을 위해 산책하러 나가보려고 해.
5	아이의 병이 났지 않는 게 스스로 문을 닫아서 그렇대. 충격적이야.사실 먹고살기 바빠서 아이를 섬세하게 챙겨줄 시간이 없었어. 아이에 대해서 잘 알지 못하는 것 같아.앞으로 아이와 대화하는 시간을 많이 가지려고.
3	신입이 새로운 환경이면 잘 적응해야 하는데 잘 안 하니 기분이 불쾌하네.웬만하면 신입이니까 넘어가려 하는데 지나치게 오래 걸리고 아직도 적응을 못하니 속이 터지지.신입도 어쩌면 나처럼 갑갑함을 느끼고 있을 거야. 내가 더욱 잘 꼼꼼히 살펴야겠어.
3	입사하기를 꿈꾸던 기업에서 이번에는 채용을 하지 않아서 너무 슬퍼. 한참 더 기다려야 할 것 같아.다른 기업은 안 보고 여기 기업 하나만을 바라보면서 준비했는데 생각이 많아져.아르바이트를 하면서 내가 꿈꾸던 기업을 준비하는 게 더 좋을 것 같아.
3	선생님이 따돌림 문제를 해결해 주실 거라 믿었던 걸 너무 후회해.응. 아무것도 달라진 게 없어서 너무 슬프고 후회가 돼.글쎄. 부모님께도 알려야 할 것 같아.
3	친구가 심근경색으로 쓰러져서 너무 충격 받았어.맞아. 그 친구를 보니 남일 같지 않고 나도 건강 관리 해야겠다는 생각이 들었어.
3	많이 아파서 선생님께 조퇴하고 싶다고 말씀 드렸는데 얼굴에 반응이 하나도 없어.이대로는 계속 수업 듣기가 힘든데 큰일이야.우선 다시 선생님께 가서 말씀 드리고 양호실에도 한번 다녀와야겠어.
3	와이프와 다투는 일이 많아지다 보니 대화가 단절되고 부부관계가 마비된 것 같아.매우 좋지 않은 것 같아. 서로 단절되었어.
3	아길 낳아보니까 엄마 심정을 알겠어. 이렇게 힘들고 고통스럽게 나아서 자식을 키웠구나 이해가 가면서 눈물이 났어.병원에 제일 먼저 오고 괜찮다고 다독여줬어. 새삼 엄마한테 고맙고 감사해.
5	일을 아무리 잘해도 학연과 지연 그리고 혈연에 밀려서 인정받지 못해. 내게 너무 큰 상처야.일을 잘해도 인정받지 못하는데 일을 그만두는 게 맞는 걸까?아니야. 나는 도망치지 않겠어. 묵묵히 잘 이겨내 볼게.
5	아내랑 이혼도 했는데 집안이 힘들어서 아이마저 보낸 게 서럽고 우울해.왜 이 지경까지 왔을까? 내가 돈만 많았어도 이렇게 되지 않았을 것 같아.한탄만 한다고 답은 안 나오겠지. 마음을 추스르고 일을 구해야겠어.
5	친구 아버지가 암 말기래. 너무 괴로워.암은 남 이야기인 줄 알았는데 막상 소식을 들으니까 어떤 위로의 말을 해야 할지 모르겠어.
5	진로 결정을 해야 하는데 부모님이 나에게 관심이 없어서 버려진 느낌이야.맞아. 내가 내 진로를 정하고 부모님께 진지하게 상담해봐야겠어.
5	항상 성실했던 김숙 대리가 사기 치고 도망갔어. 너무 배신감이 드는데 어쩌면 좋지?너무 화가 나는데 상부에 어떻게 보고해야 할 지 모르겠어.응. 정말 머리가 아프네. 우선 팀장님에게 먼저 이야기해보려고.
5	아빠가 남동생이랑 나를 차별해서 슬퍼.너무 상처야.엄마한테 얘기해봐야겠어.
5	가족들이 아무도 내 고민을 들어 주지 않아 상처야.대화하는 시간을 갖자고 해 봐야겠어.
5	여자 친구에게 오늘 프러포즈하려고 했는데 거절당해서 슬퍼.나와 있는 게 지겹대. 난 항상 여자 친구를 즐겁게 해주려고 했는데 잘 안됐었나 봐.당분간은 나를 위해 시간을 보낼 거야. 여자 친구의 말에 상처가 깊거든.
5	같이 운동하는 젊은 친구들이 참 부러워.젊은 친구들은 조금만 움직여도 살도 잘 빠지고 실력도 빨리 느네. 난 열심히 해도 안 되는데.나도 젊었을 때는 쓸만했는데 세월이 참 무상해.
5	요즘 같이 일하는 사람들이 나한테 무능하다고 하더라.나는 열심히 하고 있다고 생각했는데 너무 속상해.나의 문제점이 무엇인지 차근차근 생각을 해봐야겠어.
3	오늘 동기들하고 워크숍 다녀왔는데 너무 힘들다.내가 조금 늦게 취업한 입장인데 이미 내 나이대 사람들은 다 직급이 나보다 높더라.불안하고 우울하기도 한데 계속 그 사람들하고 비교하게 되네.
5	퇴직 후 고정수입이 끊겨서 생계가 많이 힘들군. 경력과 상관없는 저임금 생계형 일자리를 구할 수밖에 없어 슬퍼.당장 생활할 돈이 필요하니 어쩔 수 없지만 기회만 된다면 경력을 살려 일하고 싶어.일단을 할 수 있는 일을 해야지. 퇴근 후에는 경력을 살려 일할 수 있는 곳을 꾸준히 찾아봐야겠어.
3	오늘 회사에서 컴퓨터 실력이 서툴러서 진땀 뺐어. 내 모습이 서글프더라고.작업하던 파일이 사라졌는데 어떻게 복구하는지 모르겠더라고. 복구 못 하면 어쩌나 마음이 너무 불안했어.내 힘으로 안 돼서 결국 옆자리의 이십 대 사원에게 부탁했어. 다음에도 이런 일이 있을까 걱정돼.
3	내가 다니던 회사에서 정리 해고를 했어.다행히 나는 아닌데 동료 중에 해고 대상자가 있어서 마음이 아파.그 동료에게 어떻게 위로를 해야 할지 모르겠어.
3	더 이상 아빠랑 연락하지 않을 거야.아빠가 회사 때문에 따로 사는데 날 신경도 안 쓰시잖아.
5	가족 때문에 충격 받았어.나에 대한 관심이 이렇게 없다니.
5	억울한 일이 있었어.부모님이 내가 돈을 훔친 줄 알아.
5	친구랑 별것도 아닌 일로 크게 싸웠는데 기분이 안 좋아.친구가 닭 다리 두 개를 다 먹어서 그랬지응 근데 지금 생각해보니 가정형편이 불우한 친구인데 내가 양보할 걸 조금 미안하기도 해
3	남 일인 줄만 알았는데 내가 암이래. 너무 슬퍼.미루지 말고 일찍 암 검진을 받았다면 지금보단 나았을까?얼른 입원해서 항암치료를 받아야겠어.
3	십 년 전의 담보대출로 집을 잃어서 너무 슬퍼.너무 슬픈 나머지 눈물도 났어.가족들에게 도움을 청할 거야.
5	난 아들만 둘인데 아들들이 나하고 대화를 안 하려고 해. 고립된 느낌이야.나하고는 세대가 맞지 않는대.
5	공무원 시험 준비 중인데 나 혼자라는 느낌 때문에 힘들어.짜증 나지. 그리고 걔가 그런 얘길 하면 자꾸만 나랑 비교하게 된단 말이야 스트레스받게.
5	요즘 너무 힘들고 괴로워.친하게 친하던 친구들이 다 병으로 앓거나 죽었어. 나도 곧 그럴까 너무 괴로워.거기다 친한 친구들이 다 그러니 마음이 너무 좋질 않고.
3	대학원 다니면서 환멸을 느끼는 일이 잦아졌어.대학원 다니면서 조교로 있는데 사람을 사람으로 생각하지 않고 소모품 취급하는 사람이 많더라고.
3	대학 동기가 편한 일에 많은 돈을 받는 걸 보니까 정말 자괴감이 들어.사는 게 우울하고 살 이유가 없는 것 같아.모르겠어. 아무것도 하고 싶지 않아.
3	요즘 수행 평가가 너무 많아서 힘들어!아니. 요즘은 잠잘 시간도 없는걸. 공부에 환멸이 느껴져.
3	가족들에게 따돌림당한 걸 얘기했는데 오히려 나를 꾸짖었어. 가족들에게 실망했어.이대로라면 더 심해질 거 같은데 선생님에게 상담을 받을까 고민 중이야.가족들보다는 선생님한테 의지하는게 좋을 것 같아.
3	한창 힘들 때 친구 관계를 모두 끊은 것이 후회돼.맞아. 다시 친구들과 잘 지내보고 싶어.다시 잘 지내보자고 내가 먼저 연락을 해야겠어.
3	나는 공부보다 운동을 더 잘하는데 선생님이 무시하는 거 같아서 너무 슬퍼.사람마다 잘하는 것이 다른데 왜 공부를 못하면 무시하는지 모르겠어.공부를 못해도 성공할 수 있다는 것을 보여주고 싶어. 운동을 더 열심히 할 거야.
3	나도 이제 나이가 들었나 봐.옛날보다 기억력이 떨어지고 집중력이 떨어져.
3	남편 성격은 염세적인 거 같아.항상 걱정하고 모든 일을 부정적으로 보는 거 같아.힘들어. 긍정적이지 못하니까 많이 부딪히네.
5	어머니의 병환이 오래 되어서 병원과 회사가 내 유일한 생활이야. 이런 내가 불우하게 느껴져.다른 동료들은 주말에 캠핑도가고 데이트도 하는데 나에겐 사치인 활동이야.지금까지는 내가 혼자 병원비를 책임져왔는데 다른 형제들에게 도움을 청해보려고해.
5	오늘 학교에서 다툼이 일어났었는데 사실 그건 나 때문이었대.평소 나를 괴롭히던 애가 내 의자에 본드를 발랐는데 그걸 마침 반장이 봤나 봐. 그래서 다툼이 일어난 것 같아.평소에 방관하기는 했지만 그래도 오늘 나를 위해 나선 반장한테 고맙다고 인사를 하고 싶어.선물과 함께 고마운 마음을 편지로 전할 거야.
